folio;folioArmstrong;presi;nnot;prensa;yr;mes;inicio;fin;duracion;ddpp;leg;bboo;id_legb;inst;min;ciuur4;ciuur3;ciuur2;trabemp;rangoemp;org;orgb;tc;externo;extgeo;reg1;reg2;reg3;com1;lat1;long1;com2;lat2;long2;com3;lat3;long3;dem1;dem2;dem3;dem4;dem5;tactica1;tactica2;tactica3;tactica4;tactica5;lockout;blanco1;blanco2;blanco3;poli;enfrentamiento;arresto;heridos;neg;dis_sin_enf;fuerza_pol;bomb;carros;n_det;muertos;n_muertos;aliado1;central1;aliado2;central2;aliado3;central3;autoridad;dhtp;acuerdo;cod;Comentarios;dem.antigua;
;6166;5;;;2009;;;;1,0;1,0;2;;;1;;;;3;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50,0;;;;4,3;
;6167;5;;;2009;;;;2,0;2,0;2;;;1;;;;7;;;;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300,0;;;;12,2;
;6168;5;;;2009;;;;5,0;5,0;2;;;1;;;;3;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70,0;;;;4,3;
;0,0;4;;;2002;;;;10,0;7,2;2;;;5;;;;12;;;;;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1512,0;;;;7,1;
1;;1;5;2;2010;1;2010-01-04;2010-01-19;15,0;12,0;1;;;1;;;9;7;125;11;1;;113;1;1;14;;;14101;;;;;;;;;1;8;;;;45;4;;;;0;;;;0;0;0;0;;;;;;;;;6;;;;;;1;1356,0;;5;;;
2;;1;48;3;2010;1;2010-01-04;2010-01-05;2,0;2,0;1;;;3;;;3;2;;13;1;;3759;0;1;2;;;2201;;;;;;;;;1;;;;;11;;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;1;7518,0;;2;;;
3;;1;1;1;2010;1;2010-01-04;2010-01-11;7,0;5,0;2;;;5;;;14;11;;;10;Consejo;;0;1;10;;;10301;;;;;;;;;16;;;;;41;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;0,0;;2;;;
4;;1;16;1;2010;1;2010-01-05;2010-01-07;3,0;3,0;2;;;5;;;12;9;1659;10;8;;1200;0;3;;;;;;;;;;;;;5;7;;;;35;;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;1;3600,0;;2;;;
5;;1;9;4;2010;1;2010-01-07;2010-01-28;22,0;16,0;1;;;1;;;4;3;326;12;1;;44;0;1;13;;;13125;;;;;;;;;1;12;9;;;4;21;47;;;0;;;;1;0;0;0;0;0;0;0;0;;0;;;;;;;;0;704,0;;4;;;
6;;1;2;1;2010;1;2010-01-07;;;;2;;;1;;;3;3;;10;1;;;0;1;8;;;8110;;;;;;;;;1;12;;;;2;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
7;;1;8;1;2010;1;2010-01-07;2010-01-15;9,0;7,0;2;;;5;;;15;12;;;8;;90;0;1;13;;;13101;;;;;;;;;18;5;;;;11;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;630,0;;2;;;
8;;1;1;2;2010;1;2010-01-12;;;;2;;;1;;;3;2;;13;1;;183;0;1;1;;;1401;;;;;;;;;1;;;;;21;;;;;0;;;;1;0;0;0;1;1;0;0;0;;0;;5;;;;;;0;0,0;;5;;;
9;;1;1;1;2010;1;2010-01-12;;;;2;;;42;;;14;11;;;8;;;0;1;13;;;13101;;;;;;;;;2;9;7;8;;24;4;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
10;;1;1;1;2010;1;2010-01-13;2010-01-13;1,0;1,0;2;;;3;;;9;7;1058;11;1;;;0;1;13;;;13105;;;;;;;;;1;;;;;1;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;0,0;;2;;;
11;;1;1;1;2010;1;2010-01-13;2010-01-13;;;2;;;5;;;14;11;;;6;;10;0;1;14;;;14201;;;;;;;;;7;10;;;;41;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
12;;1;1;1;2010;1;2010-01-14;;;;2;;;42;;;14;11;342;1;6;;50;0;1;9;;;9101;;;;;;;;;16;;;;;1;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
13;;1;2;4;2010;1;2010-01-18;2010-02-01;15,0;11,0;1;;;1;;;4;3;200;10;1;;143;0;1;13;;;13118;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;1573,0;;4;;;
14;;1;5;2;2010;1;2010-01-22;2010-02-02;11,0;7,0;1;;;1;;;3;2;348;13;8;;186;0;1;3;;;3103;;;;;;;;;1;12;5;;;21;24;41;4;11;0;;;;1;1;1;0;1;0;1;1;1;1;0;;5;;2;;6;;0;1302,0;;3;;;
15;;1;0;;2010;1;2010-01-25;2010-01-27;3,0;3,0;1;;;1;;;9;7;9;7;9;;27;0;1;1;;;11101;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;81,0;;4;;;
16;;1;1;1;2010;1;2010-01-29;;;;2;;;42;;;14;11;;;;;;0;1;8;;;8107;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
17;;1;0;;2010;2;2010-02-01;2010-02-10;10,0;8,0;1;;;1;;;4;3;302;13;1;;96;0;1;13;;;13106;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;768,0;;4;;;
18;;1;0;;2010;2;2010-02-05;2010-02-13;9,0;7,0;1;;;1;;;9;7;708;11;1;;34;0;1;13;;;13119;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;238,0;;4;;;
19;;1;4;1;2010;2;2010-02-08;2010-02-10;2,0;2,0;2;;;5;;;12;9;;;8;;250;0;1;8;;;8101;;;8102;;;;;;10;;;;;21;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;500,0;;2;;;
20;;1;3;2;2010;2;2010-02-09;2010-02-15;6,0;6,0;2;;;1;;;4;3;127;13;1;;600;1;1;3;;;3302;;;;;;;;;1;5;;;;21;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;3600,0;;3;;;
21;;1;1;1;2010;2;2010-02-10;2010-02-19;10,0;8,0;2;;;5;;;12;9;;;8;;;0;1;14;;;14104;;;;;;;;;5;;;;;21;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
22;;1;0;;2010;2;2010-02-15;2010-02-16;2,0;2,0;1;;;1;;;9;7;25;7;1;;19;0;1;14;;;14103;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;38,0;;4;;;
23;;1;0;;2010;2;2010-02-15;2010-02-25;11,0;9,0;1;;61006;1;;;6;5;94;11;9;;40;0;1;6;;;6101;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;360,0;;4;;;
24;;1;1;1;2010;2;2010-02-15;;;;2;;;1;;;1;1;;13;1;;;1;1;14;;;14106;;;;;;;;;1;;;;;4;;;;;0;;;;1;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;2;;;
25;;1;1;1;2010;2;2010-02-25;2010-03-01;3,0;3,0;2;;;3;;;3;2;1601;13;6;;400;1;1;8;;;8410;;;;;;;;;6;2;10;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;1200,0;;2;;;
26;;1;1;1;2010;2;2010-02-25;2010-02-26;1,0;1,0;2;;;5;;;14;11;;;1;;40;0;1;9;;;9112;;;;;;;;;1;;;;;21;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;40,0;;2;;;
27;;1;2;4;2010;3;2010-03-01;2010-03-23;23,0;6,0;1;;;1;;;9;7;607;11;1;;45;0;1;13;;;13125;;;;;;;;;1;5;10;;;4;21;47;;;0;;;;1;0;0;0;1;0;0;0;0;;0;;5;;;;;;0;270,0;;4;;;
28;;1;1;4;2010;3;2010-03-05;2010-03-31;27,0;21,0;1;;;1;;;8;6;1;1;1;;23;0;1;5;;;5109;;;;;;;;;1;5;20;;;4;;;;;0;;;;1;0;0;0;0;0;0;0;0;;0;;;;;;;;0;483,0;;4;;;
29;;2;4;4;2010;3;2010-03-12;2010-03-30;19,0;13,0;1;;;1;;;13;10;147;7;1;;21;0;1;13;;;13101;;;;;;;;;2;9;8;;;4;15;9;;;0;;;;1;0;0;0;0;0;0;0;0;;0;;1;;;;;;0;273,0;;4;;;
30;;2;3;4;2010;3;2010-03-15;2010-05-13;60,0;52,0;1;;;1;;;4;3;4;5;1;;23;0;1;13;;;13116;;;;;;;;;1;7;;;;4;34;21;;;0;;;;1;1;0;0;0;0;1;0;0;;0;;7;;;;;;0;1196,0;;4;Habría un problema legal con este sindicato, ya que la empresa cambión de nombre por lo que no tendría  constitución legal. A pesar de ello, este es el  nombre que se dan a sí mismos;;
31;;2;1;2;2010;3;2010-03-22;2010-04-06;16,0;12,0;1;;;1;;;1;1;597;10;1;;33;0;1;14;;;14101;;;;;;;;;1;;;;;34;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;396,0;;3;;;
32;;2;0;;2010;3;2010-03-22;2010-03-25;4,0;4,0;1;;;1;;;13;10;40;6;;;5;0;1;13;;;13130;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;20,0;;4;;;
33;;2;0;;2010;3;2010-03-22;2010-04-09;19,0;15,0;1;;;1;;;4;3;673;11;1;;33;0;1;8;;;8101;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;495,0;;4;;;
34;;2;1;1;2010;3;2010-03-23;;;;2;;;5;;;14;11;;;6;;;0;1;13;;;13201;;;;;;;;;8;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
35;;2;4;1;2010;3;2010-03-30;2010-04-16;17,0;13,0;1;;;1;;;10;8;432;13;1;;90;0;1;13;;;13101;;;;;;;;;12;2;5;1;;1;2;;;;0;;;;1;1;1;0;0;0;1;0;0;40;0;;5;;6;;;;0;1170,0;;2;;;
36;;2;2;4;2010;3;2010-03-30;2010-04-05;7,0;5,0;1;;;1;;;4;3;379;12;1;;125;0;1;13;;;13122;;;;;;;;;1;;;;;4;9;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;625,0;;4;;;
37;;2;1;4;2010;4;2010-04-01;2010-04-07;7,0;5,0;1;;;1;;;16;12;8;1;1;;6;0;1;13;;;13101;;;;;;;;;12;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;30,0;;4;;;
38;;2;0;;2010;4;2010-04-05;2010-04-15;11,0;9,0;1;;;1;;;3;2;124;10;1;;30;0;1;13;;;13104;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;270,0;;4;;;
39;;2;0;;2010;4;2010-04-06;2010-04-14;9,0;7,0;1;;;1;;;11;8;785;9;1;;92;0;1;2;;;2101;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;644,0;;4;;;
40;;2;7;4;2010;4;2010-04-06;2010-05-07;32,0;24,0;1;;;1;;;6;5;185;12;9;;40;0;3;13;8;10;13102;;;8101;;;10101;;;1;12;;;;4;9;11;21;20;0;;;;1;0;0;0;0;0;0;0;0;;0;;5;;7;;;;0;960,0;;4;;;
41;;2;2;4;2010;4;2010-04-08;2010-04-23;15,0;11,0;1;;;1;;;6;5;3263;13;1;;123;1;1;6;;;6101;;;;;;;;;1;17;;;;4;1;;;;0;;;;0;0;0;0;;;;;;;;;5;;7;;;;0;1353,0;;4;La fecha de inicio de esta huelga, según la DT, es 07-05-2010, pero nos quedamos con la fecha que informó la prensa;;
42;;2;4;3;2010;4;2010-04-09;2010-04-16;8,0;6,0;1;;61524;1;;;9;7;1947;13;1;;76;1;2;13;4;1;13101;;;4101;;;1101;;;5;7;16;;;4;34;11;;;0;;;;0;0;0;0;;;;;;;;;5;;7;;;;0;456,0;;4;;;
43;;2;1;2;2010;4;2010-04-09;2010-04-09;1,0;1,0;2;;;1;;;9;7;37;1;;;150;0;1;5;;;5107;;;5105;;;;;;5;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;150,0;;3;;;
44;;2;0;;2010;4;2010-04-16;2010-04-23;8,0;6,0;1;;;1;;;4;3;34;8;1;;15;0;1;13;;;13127;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;90,0;;4;;;
45;;2;1;2;2010;4;2010-04-17;2010-04-25;8,0;7,0;2;;;1;;;15;12;17;3;;;17;0;1;2;;;2101;;;;;;;;;7;8;1;;;;;;;;1;;;;0;0;0;0;;;;;;;;;;;;;;;0;119,0;;5;;;
46;;2;1;4;2010;5;2010-04-19;2010-05-12;24,0;18,0;1;;;1;;;4;3;199;11;1;;32;0;1;13;;;13118;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;576,0;;4;Esta empresa fue comprada por SINAE S.A en el 2010. Esos datos se usaron.;;
47;;2;0;;2010;4;2010-04-20;2010-04-21;1,0;;2;;;1;;;9;7;;;;;180;0;1;13;;;13101;;;;;;;;;5;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;5;;;
48;;2;3;4;2010;4;2010-04-21;2010-05-10;20,0;14,0;1;;;1;;;11;8;6771;13;1;;62;0;1;9;;;9101;;;;;;;;;1;5;;;;1;11;47;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;868,0;;4;;;
49;;2;1;1;2010;4;2010-04-21;2010-05-07;17,0;13,0;2;;;2;;;7;6;8759;13;1;;25;0;1;9;;;9101;;;;;;;;;1;8;;;;34;43;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;1;325,0;;2;;;
50;;2;3;4;2010;5;2010-04-29;2010-05-19;21,0;15,0;1;;;1;;;4;3;92;10;1;;70;0;1;13;;;13101;;;;;;;;;1;12;;;;4;;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;1050,0;;4;;;
51;;2;2;1;2010;5;2010-05-03;2010-05-13;10,0;8,0;2;;;42;;;14;11;337;3;8;;400;0;1;13;;;13104;;;;;;;;;1;;;;;35;;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;3200,0;;5;;;
52;;2;4;1;2010;5;2010-05-04;2010-05-05;;;2;;;5;;;14;11;2440;1;6;;32;0;1;13;;;13101;;;;;;;;;7;5;;;;35;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
53;;2;1;4;2010;5;2010-05-07;2010-05-28;22,0;16,0;1;;;1;;;11;8;541;11;9;;36;0;1;13;;;13101;;;;;;;;;1;;;;;11;;;;;0;;;;1;1;0;0;0;0;1;0;0;;0;;5;;7;;;;0;576,0;;4;;;
54;;2;8;3;2010;5;2010-05-07;2010-05-14;7,0;5,0;2;;;1;;;3;2;3305;13;6;;4000;1;1;1;;;11101;;;;;;;;;17;5;12;1;;21;;;;;1;;;;1;1;1;0;0;1;1;1;1;17;0;;;;;;;;0;20000,0;;5;;;
55;;2;9;3;2010;5;2010-05-10;2010-07-06;58,0;44,0;1;;;1;;;11;8;221;1;1;;217;0;1;3;;;3103;;;;;;;;;1;7;12;;;4;1;24;6;7;0;;;;0;0;0;0;;;;;;;;;6;;2;;;;1;9548,0;;4;;;
56;;2;2;4;2010;5;2010-05-10;2010-05-10;1,0;1,0;1;;;1;;;13;10;2285;3;1;;325;0;1;2;;;2201;;;;;;;;;1;;;;;2;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;325,0;;4;;;
57;;2;1;1;2010;5;2010-05-10;;;;2;;;5;;;14;11;;;6;;;0;1;5;;;5101;;;;;;;;;8;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
58;;2;3;1;2010;5;2010-05-11;2010-05-26;15,0;11,0;2;;;1;;;3;2;3001;13;;;260;0;1;2;;;2201;;;;;;;;;1;;;;;24;;;;;0;;;;0;0;0;0;;;;;;;;;2;;6;;;;0;2860,0;;2;;;
59;;2;1;1;2010;5;2010-05-12;2010-06-13;32,0;24,0;2;;;3;;;3;2;;;;;10000;1;1;6;;;6101;;;;;;;;;1;;;;;2;20;;;;0;;;;1;1;1;1;0;0;0;0;0;2;0;;;;;;;;0;240000,0;;2;;;
60;;2;7;3;2010;5;2010-05-17;2010-06-04;16,0;11,0;1;;61390;1;;;9;7;1947;13;4;;356;1;3;13;7;6;13101;;;7101;;;6101;;;1;;;;;1;34;11;9;;0;;;;0;0;0;0;;;;;;;;;5;;7;;;;0;3916,0;;4;Se juntaron dos huelgas, se logró dar con la información de COBRA COMUNICACIONES, pero no la de RDTC, por tanto se consideró la información de COBRA para los datos de la empresa. LosTTC de ambas huelgas se sumaron, y se colocó la fecha de inicio de RDTC, que era anterior por tres días (17 en vez de 20 de mayo);;
61;;2;1;2;2010;5;2010-05-17;2010-05-17;1,0;1,0;2;;;1;;;6;5;;;;;15;1;1;8;;;8111;;;;;;;;;1;;;;;21;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;15,0;;3;;;
62;;2;2;2;2010;5;2010-05-19;;;;1;;;1;;;9;7;222;7;1;;45;0;1;13;;;13101;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;3;;;
63;;2;2;2;2010;5;2010-05-19;2010-06-21;34,0;24,0;1;;61097;1;;;9;7;535;7;1;;108;0;1;13;;;13101;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;2592,0;;4;Se juntaron dos huelgas, y se sumaron los trabajadores de ambas;;
64;;2;1;1;2010;5;2010-05-24;2014-05-24;1,0;1,0;2;;;5;;;12;9;5000;;8;;80;0;1;13;;;13101;;;;;;;;;2;;;;;41;;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;1;80,0;;3;;;
65;;2;0;;2010;5;2010-05-31;2010-06-09;10,0;8,0;1;;;1;;;14;12;2458;13;1;;197;0;1;13;;;13124;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;1576,0;;4;En este caso no se encontró nada de esta coorporación;;
66;;2;1;4;2010;5;2010-05-31;2010-06-08;9,0;7,0;1;;;1;;;4;3;39;8;1;;30;0;1;13;;;13125;;;;;;;;;;;;;;34;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;210,0;;4;;;
67;;2;1;4;2010;6;2010-06-01;;;;1;;;1;;;13;10;52;7;1;;29;0;1;13;;;13110;;;;;;;;;1;;;;;4;9;47;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;4;;;
68;;2;5;3;2010;6;2010-06-01;2010-06-04;4,0;4,0;1;;;1;;;1;1;1706;13;1;;136;0;1;8;;;8305;;;;;;;;;1;12;;;;21;;;;;0;;;;1;0;0;0;0;0;0;0;0;;0;;;;;;;;0;544,0;;4;;;
69;;2;2;1;2010;6;2010-06-01;2010-06-03;2,0;2,0;2;;;5;;;;;5000;;8;;2500;0;3;13;;;13101;;;;;;;;;2;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;5;;6;;;;1;5000,0;;3;;;
70;;2;4;1;2010;6;2010-06-01;2010-06-04;4,0;4,0;2;;;42;;;14;11;;;;;30;0;1;10;;;10401;;;;;;;;;1;7;;;;35;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;120,0;;2;;;
71;;2;4;1;2010;6;2010-06-03;2010-06-03;1,0;1,0;2;;;2;;;8;6;;;1;;;0;3;;;;;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;0,0;;2;;;
72;;2;5;3;2010;6;2010-06-04;2010-06-11;8,0;6,0;1;;;1;;;8;6;73;8;1;;28;0;1;13;;;13120;;;;;;;;;1;5;10;;;4;20;45;10;35;0;;;;0;0;0;0;;;;;;;;;5;;7;;;;0;168,0;;4;El nombre de la empresa es hotel Valdivia/ hubo una olla común como forma de protesta;;
73;;2;1;4;2010;6;2010-06-04;2010-06-15;12,0;8,0;1;;;1;;;6;5;666;13;1;;39;0;1;13;;;13401;;;;;;;;;;;;;;4;45;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;312,0;;4;;;
74;;2;1;1;2010;6;2010-06-04;2010-06-05;2,0;2,0;2;;;5;;;13;10;17;10;8;;;0;1;9;;;9101;;;;;;;;;2;3;;;;12;39;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
75;;2;1;1;2010;6;2010-06-04;2010-06-04;1,0;1,0;2;;;41;;;6;5;;;;;;0;1;8;;;8106;;;;;;;;;1;;;;;21;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;3;;;
76;;2;1;4;2010;6;2010-06-07;2010-06-18;12,0;10,0;1;;;1;;;13;10;619;10;1;;52;0;1;13;;;13111;;;;;;;;;1;;;;;4;1;9;47;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;520,0;;4;;;
77;;2;4;3;2010;6;2010-06-07;2010-06-08;2,0;2,0;1;;;1;;;6;5;3263;13;1;;378;0;1;2;;;2201;;;;;;;;;1;18;;;;4;;;;;0;;;;0;0;0;0;;;;;;;;;5;;7;;;;0;756,0;;4;;;
78;;2;1;1;2010;6;2010-06-07;2010-06-08;1,0;1,0;2;;;1;;;3;2;;;;;350;1;1;2;;;2201;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;350,0;;2;;;
79;;2;1;1;2010;6;2010-06-07;2010-06-07;;;2;;;5;;;14;11;1284;1;6;;;0;1;13;;;13123;;;;;;;;;5;6;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;0,0;;2;;;
80;;2;7;3;2010;8;2010-06-08;2010-06-11;4,0;4,0;1;;;1;;;10;8;62;12;1;;34;0;2;2;2;13;2101;;;2201;;;13101;;;1;12;;;;4;11;2;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;136,0;;4;la razón social en el SII es INSTITUCION DE SALUD PREVISIONAL CHUQUIC;;
81;;2;1;1;2010;6;2010-06-08;2010-06-09;1,0;1,0;2;;;1;;;14;11;2490;13;;;480;0;1;4;;;4101;;;;;;;;;1;;;;;4;1;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;480,0;;2;;;
82;;2;3;3;2010;6;2010-06-09;2010-07-01;23,0;17,0;1;;;1;;;4;3;948;12;1;;231;0;1;13;;;13103;;;;;;;;;1;;;;;4;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;3927,0;;4;;;
83;;2;2;4;2010;6;2010-06-10;2010-06-18;9,0;7,0;1;;;1;;;8;6;88;10;1;;24;0;1;5;;;5405;;;;;;;;;1;;;;;4;9;11;47;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;168,0;;4;;;
84;;2;1;1;2010;6;2010-06-10;;;;2;;;2;;;9;7;;;;;15;0;1;8;;;8301;;;;;;;;;;;;;;1;11;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
85;;2;6;3;2010;6;2010-06-17;2010-06-19;2,0;2,0;2;;;5;;;14;11;;;6;;90;0;1;13;;;13101;;;;;;;;;7;;;;;35;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;180,0;;5;;;
86;;2;0;;2010;6;2010-06-21;2010-07-08;18,0;14,0;1;;;1;;;14;11;1248;1;1;;16;0;1;13;;;13123;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;224,0;;4;;;
87;;2;1;2;2010;6;2010-06-24;2010-06-24;;;2;;;1;;;9;7;;;1;;;0;1;5;;;5601;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;0,0;;5;;;
88;;2;3;1;2010;6;2010-06-30;2010-08-01;32,0;24,0;2;;;42;;;14;11;;;7;;400;0;1;13;;;13104;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;9600,0;;3;;;
89;;2;5;1;2010;7;2010-07-01;2010-07-12;12,0;10,0;2;;;1;;;9;7;;;10;Coordinadora de sindicatos;650;0;1;13;;;13116;;;13121;;;13129;;;1;5;7;;;1;11;14;11;38;0;;;;0;0;0;0;;;;;;;;;6;;5;;;;1;6500,0;;5;;;
90;;2;3;1;2010;7;2010-07-01;2010-07-03;2,0;2,0;2;;;42;;;14;11;;1;;;;0;1;4;;;4102;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;5;;;
91;;2;1;1;2010;7;2010-07-03;2010-07-05;2,0;2,0;2;;;5;;;14;11;2912;7;6;;40;0;1;13;;;13101;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;80,0;;2;;;
92;;2;0;;2010;7;2010-07-05;2010-07-22;18,0;14,0;1;;;1;;;4;3;112;10;1;;85;0;1;13;;;13119;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;1190,0;;4;;;
93;;2;0;;2010;7;2010-07-05;2010-07-25;21,0;15,0;1;;;1;;;9;7;38;8;1;;16;0;1;5;;;5701;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;240,0;;4;;;
94;;2;1;3;2010;7;2010-07-06;2010-07-10;5,0;5,0;1;;;1;;;6;5;1183;13;1;;150;0;1;13;;;13114;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;750,0;;4;;;
95;;2;3;3;2010;7;2010-07-06;2010-07-06;1,0;1,0;1;;;1;;;6;5;3263;13;7;;99;0;1;5;;;5105;;;;;;;;;1;6;19;11;;21;11;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;99,0;;4;;;
96;;2;1;1;2010;7;2010-07-06;;;;2;;;1;;;15;12;122;9;;;;0;1;5;;;5101;;;5604;;;;;;7;1;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;5;;;
97;;2;3;1;2010;7;2010-07-06;2010-07-07;1,0;1,0;2;;;1;;;9;7;;13;1;;160;0;1;13;;;13110;;;13122;;;;;;5;;;;;41;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;160,0;;5;;;
98;;2;0;;2010;7;2010-07-08;2010-07-26;19,0;13,0;1;;;1;;;4;3;0;7;9;;49;0;1;13;;;13101;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;637,0;;4;;;
99;;2;0;;2010;7;2010-07-12;2010-07-15;4,0;4,0;1;;;1;;;4;3;71;9;;;25;0;1;13;;;13104;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;100,0;;4;;;
100;;2;2;3;2010;7;2010-07-12;2010-07-14;3,0;3,0;1;;;1;;;14;11;2474;13;1;;270;0;1;13;;;13127;;;;;;;;;1;7;12;;;4;35;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;810,0;;4;;;
