folio;folioArmstrong;presi;nnot;prensa;yr;mes;inicio;fin;duracion;ddpp;leg;bboo;id_legb;inst;min;ciuur4;ciuur3;ciuur2;trabemp;rangoemp;org;orgb;tc;externo;extgeo;reg1;reg2;reg3;com1;lat1;long1;com2;lat2;long2;com3;lat3;long3;dem1;dem2;dem3;dem4;dem5;tactica1;tactica2;tactica3;tactica4;tactica5;lockout;blanco1;blanco2;blanco3;poli;enfrentamiento;arresto;heridos;neg;dis_sin_enf;fuerza_pol;bomb;carros;n_det;muertos;n_muertos;aliado1;central1;aliado2;central2;aliado3;central3;autoridad;dhtp;acuerdo;cod;Comentarios;dem.antigua;
101;;2;0;;2010;7;2010-07-12;2010-08-06;26,0;18,0;1;;61469;1;;;4;3;108;8;1;;61;0;1;13;;;13301;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;1098,0;;4;Se unieron dos huelgas debido a que tiene las mismas caracaterísticas (duración, nombre, rubro, etc) y parecen ser por ello la misma empresa, a pesar de que no se encontró información de la huelga;;
102;;2;0;;2010;7;2010-07-12;2010-07-15;4,0;4,0;1;;;1;;;14;11;22;8;1;;32;0;1;13;;;13119;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;128,0;;4;;;
103;;2;0;;2010;7;2010-07-12;2010-07-14;3,0;3,0;1;;;1;;;14;11;747;13;;;88;0;1;13;;;13127;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;264,0;;4;;;
104;;2;0;;2010;7;2010-07-13;2010-07-14;2,0;2,0;1;;;1;;;14;11;543;11;1;;284;0;1;13;;;13110;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;568,0;;4;;;
105;;2;3;4;2010;7;2010-07-14;2010-07-16;3,0;3,0;1;;;1;;;4;3;281;13;1;;117;1;1;13;;;13123;;;;;;;;;1;;;;;4;34;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;351,0;;4;;;
106;;2;4;3;2010;7;2010-07-14;2010-08-09;27,0;19,0;1;;;1;;;4;3;10701;13;1;;552;0;1;5;5;;5101;;;5109;;;;;;1;;;;;4;1;11;;;0;;;;1;0;1;0;0;0;0;0;0;2;0;;5;;;;;;1;10488,0;;4;;;
107;;2;1;4;2010;7;2010-07-14;2010-07-14;1,0;1,0;1;;;1;;;4;3;2353;13;1;;65;0;1;13;;;13125;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;65,0;;4;;;
108;;2;3;4;2010;7;2010-07-15;2010-07-30;16,0;12,0;1;;;1;;;4;3;111;11;1;;36;0;1;13;;;13201;;;;;;;;;1;6;5;;;4;9;21;;47;0;;;;1;0;0;0;1;0;0;0;0;;0;;;;;;;;0;432,0;;4;Existe en este caso una táctica que es hacer un video que aún no está codificada;;
109;;2;2;1;2010;7;2010-07-19;2010-07-20;1,0;1,0;2;;;1;;;9;7;;3;1;;350;0;1;13;;;13128;;;13125;;;13107;;;12;1;5;;;21;;;;;0;;;;1;0;1;0;0;1;0;0;0;20;0;;;;;;;;0;350,0;;5;;;
110;;2;10;4;2010;7;2010-07-23;2010-08-27;36,0;25,0;1;;;3;;;4;3;347;13;1;;270;0;1;13;;;13106;;;;;;;;;1;5;12;;;4;1;24;10;47;0;;;;1;0;0;0;0;1;0;0;0;;0;;;;;;;;0;6750,0;;4;;;
111;;2;3;1;2010;7;2010-07-26;2010-07-27;1,0;1,0;2;;;5;;;14;11;;;6;;;0;1;13;;;13101;;;;;;;;;16;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;5;;;
112;;2;0;;2010;7;2010-07-27;2010-08-02;7,0;5,0;1;;;1;;;4;3;102;9;1;;31;0;1;13;;;13113;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;155,0;;4;En este caso la dt les llama agrupación, según nosotros por que fueron dos sindicatos unidos los que negociaron;;
113;;2;4;1;2010;7;2010-07-27;2010-07-27;1,0;1,0;2;;;6;;;14;11;;;6;;3240;0;1;13;;;13101;;;;;;;;;16;13;8;7;;35;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;3240,0;;2;;;
114;;2;3;1;2010;7;2010-07-27;2010-08-05;11,0;9,0;2;;;43;;;13;10;90;8;1;;46;0;1;5;;;5109;;;;;;;;;1;;;;;;;;;;1;;;;0;0;0;0;;;;;;;;;;;;;;;0;414,0;;2;;;
115;;2;3;4;2010;8;2010-08-02;2010-08-06;5,0;5,0;1;;;1;;;7;6;350;9;1;;41;0;1;13;;;13101;;;;;;;;;1;12;;;;4;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;205,0;;4;;;
116;;2;1;4;2010;8;2010-08-02;2010-08-06;5,0;5,0;1;;;1;;;9;7;113;8;1;;21;0;1;13;;;13119;;;;;;;;;;;;;;4;;;;;0;;;;1;0;0;0;0;0;0;0;0;;0;;5;;;;;;0;105,0;;4;;;
117;;2;2;4;2010;8;2010-08-02;2010-08-03;2,0;2,0;1;;;1;;;9;7;;;4;;12;1;1;6;;;6101;;;;;;;;;1;;;;;4;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;24,0;;4;No se logró dar con ningún dato de la empresa en cuestión.;;
118;;2;4;4;2010;8;2010-08-02;2010-08-23;22,0;18,0;1;;;1;;;4;3;66;10;1;;28;0;1;12;;;12101;;;;;;;;;1;2;3;;;4;2;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;504,0;;4;;;
119;;2;0;;2010;8;2010-08-02;2010-08-10;9,0;7,0;1;;;1;;;4;3;97;11;1;;35;0;1;6;;;6115;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;245,0;;4;;;
120;;2;3;3;2010;8;2010-08-05;2010-09-08;35,0;23,0;1;;;1;;;9;7;0;3;1;;70;0;1;13;;;13125;;;13128;;;13107;;;1;5;;;;43;21;26;29;31;0;;;;1;1;1;0;0;1;1;1;0;;0;;;;;;;;0;1610,0;;4;;;
121;;2;1;1;2010;8;2010-08-05;;;;2;;;1;;;9;7;;;;;140;0;3;;;;;;;;;;;;;1;;;;;1;4;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
122;;2;1;4;2010;8;2010-08-06;2010-08-11;6,0;4,0;1;;;1;;;4;3;337;12;1;;28;0;1;13;;;13114;;;;;;;;;1;3;;;;4;21;47;;;0;;;;1;0;0;0;0;0;0;0;0;;0;;5;;;;;;0;112,0;;4;;;
123;;2;3;2;2010;8;2010-08-06;2010-08-10;4,0;4,0;1;;;3;;;9;7;;13;1;;3499;0;3;13;3;;13101;;;3101;;;;;;1;;;;;4;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;13996,0;;3;;;
124;;2;2;4;2010;8;2010-08-09;2010-08-10;2,0;2,0;1;;;1;;;6;5;3263;13;1;;317;0;1;2;;;2101;;;;;;;;;1;;;;;4;;;;;0;;;;1;1;0;0;0;0;1;0;0;;0;;;;;;;;0;634,0;;4;;;
125;;2;0;;2010;9;2010-08-09;2010-09-01;24,0;18,0;1;;;1;;;4;3;48;9;1;;26;0;1;8;;;8110;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;468,0;;4;La razón social en el SII fue AGUAYO HERMANOS Y CIA LTDA;;
126;;2;1;4;2010;8;2010-08-12;2010-08-26;15,0;11,0;1;;;1;;;11;8;945;10;1;;96;1;1;13;;;13123;;;;;;;;;1;11;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;1056,0;;4;;;
127;;2;0;;2010;8;2010-08-12;2010-08-30;19,0;13,0;1;;;1;;;4;3;195;10;1;;33;0;1;13;;;13103;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;429,0;;4;;;
128;;2;0;;2010;8;2010-08-16;2010-08-22;7,0;5,0;1;;;1;;;4;3;807;12;1;;66;0;1;9;;;9108;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;330,0;;4;;;
129;;2;1;1;2010;8;2010-08-19;2010-08-20;1,0;1,0;2;;;6;;;14;11;;;6;;450;0;3;8;4;;8101;;;4102;;;;;;7;;;;;1;21;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;450,0;;2;;;
130;;2;0;;2010;8;2010-08-23;2010-08-23;1,0;1,0;2;;;41;;;15;12;;;1;;;0;1;8;;;8102;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;3;;;
131;;2;2;3;2010;8;2010-08-24;;;;2;;;1;;;5;4;;;4;;2500;1;1;2;;;2102;;;;;;;;;2;1;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;5;;;
132;;2;2;4;2010;8;2010-08-25;2010-09-23;30,0;22,0;1;;;1;;;7;6;1182;13;1;;75;1;1;13;;;13125;;;;;;;;;1;;;;;10;;;;;0;;;;1;0;0;0;0;0;0;0;0;;0;;5;;;;;;0;1650,0;;4;La razón social en el SII fue IMPORTADORA CAFE DO BRASIL S A;;
133;;2;0;;2010;8;2010-08-26;2010-09-02;8,0;6,0;1;;;1;;;15;12;1095;1;1;;132;0;1;13;;;13302;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;792,0;;4;En esta base no se especificaba que era la de LAMPA, pero en la ficha de la dt de internet si, entonces puse esa razón social (coorporación municipal de lampa);;
134;;2;28;1;2010;8;2010-08-26;2010-08-26;1,0;1,0;2;;;6;;;12;9;;;8;;45000;0;3;;;;;;;;;;;;;2;3;;;;39;2;19;8;35;0;;;;1;1;1;1;0;1;1;1;1;;0;;5;;3;;1;;1;45000,0;;2;;;
135;;2;1;1;2010;8;2010-08-30;;;;2;;;43;;;13;10;;;;;;0;1;5;;;5101;;;;;;;;;3;;;;;39;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;0,0;;2;;;
136;;2;4;3;2010;8;2010-08-31;2010-08-31;1,0;1,0;2;;;42;;;14;11;;;7;;30000;0;3;;;;;;;;;;;;;11;;;;;1;35;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;30000,0;;2;;;
137;;2;1;4;2010;9;2010-09-01;2010-09-10;10,0;8,0;1;;;1;;;9;7;199;12;1;;25;1;1;13;;;13106;;;;;;;;;1;;;;;4;1;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;200,0;;4;;;
138;;2;4;4;2010;9;2010-09-02;2010-09-09;8,0;6,0;1;;;1;;;7;6;130;10;1;;136;0;1;5;;;5301;;;;;;;;;1;11;18;;;4;34;2;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;816,0;;4;;;
139;;2;0;;2010;9;2010-09-06;2010-09-16;11,0;9,0;1;;;1;;;13;10;58;8;1;;22;0;1;13;;;13106;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;198,0;;4;;;
140;;2;2;1;2010;9;2010-09-06;2010-10-12;37,0;27,0;1;;;1;;;9;7;0;1;1;;22;1;1;9;;;9101;;;;;;;;;1;12;;;;4;16;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;594,0;;4;;;
141;;2;2;1;2010;9;2010-09-06;;2,0;2,0;2;;;3;;;3;2;1601;13;6;;;1;3;12;;;12101;;;;;;;;;2;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
142;;2;1;1;2010;9;2010-09-06;2010-09-06;;;2;;;5;;;14;11;6576;1;;;;0;1;8;;;8101;;;;;;;;;2;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
143;;2;2;4;2010;9;2010-09-07;2010-09-28;22,0;16,0;1;;;1;;;14;11;370;8;1;;90;0;1;13;;;13114;;;;;;;;;1;6;13;;;4;21;;;;0;;;;1;0;0;0;0;0;0;0;0;;0;;;;;;;;0;1440,0;;4;;;
144;;2;2;4;2010;9;2010-09-08;2010-09-11;4,0;4,0;1;;;1;;;9;8;2030;13;1;;1174;0;2;13;2;;13118;;;2101;;;;;;1;11;;;;4;;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;4696,0;;4;Dice en las noticias que es nacional, yo encontré información de Calama y puse la localización de la sede de Santiago, que es la de la razón social.;;
145;;2;1;1;2010;9;2010-09-08;;2,0;2,0;2;;;1;;;11;8;2030;13;;;600;0;3;10;;;10101;;;1101;;;2101;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;1200,0;;2;;;
146;;2;12;3;2010;9;2010-09-08;2010-09-08;1,0;1,0;2;;;2;;;9;7;;;10;;500;0;1;5;;;5101;;;;;;;;;11;1;;;;21;;;;;0;;;;1;1;1;0;0;0;1;1;1;3;0;;;;;;;;0;500,0;;5;;;
147;;2;1;1;2010;9;2010-09-08;2010-09-08;5,0;5,0;2;;;5;;;14;11;2300;1;6;;19;0;1;2;;;11101;;;;;;;;;2;;;;;24;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;95,0;;2;;;
148;;2;5;1;2010;9;2010-09-08;2010-09-09;2,0;2,0;2;;;6;;;12;9;;;8;;64000;0;3;;;;;;;;;;;;;2;3;;;;1;2;8;35;39;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;128000,0;;2;;;
149;;2;1;4;2010;9;2010-09-09;2010-09-12;4,0;;1;;62293;1;;;7;6;208;11;1;;99;0;1;13;;;13110;;;13101;;;13119;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;5;;;;0;0,0;;4;Encontré online la localización de la huelga, el problema es que son distintas razones sociales por distintos megajohnsons (la florida, Maipú y Santiago), yo dejé la de Santiago, que es la del SII, la florida y maipú;;
150;;2;2;4;2010;9;2010-09-09;2010-09-16;8,0;6,0;1;;;1;;;4;3;238;11;1;;27;0;1;13;;;13102;;;;;;;;;1;11;20;;;;;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;162,0;;4;Puse otras causas porque una de las peticiones era una indermización por el retiro, lo que no es salarial;;
151;;2;0;;2010;9;2010-09-14;2010-09-15;2,0;2,0;1;;;1;;;7;6;142;10;1;;16;0;1;7;;;7301;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;32,0;;4;;;
152;;2;1;1;2010;9;2010-09-23;2010-09-23;1,0;1,0;2;;;5;;;14;11;;8;;;;0;1;10;;;10201;;;;;;;;;7;;;;;35;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
153;;2;9;1;2010;9;2010-09-28;2010-09-28;1,0;1,0;2;;;5;;;14;11;;;6;;5000;0;3;;;;;;;;;;;;;1;5;;;;1;35;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;5000,0;;2;;;
154;;2;13;1;2010;9;2010-09-29;2010-09-30;2,0;2,0;2;;;42;;;14;11;;;7;;24600;0;3;;;;;;;;;;;;;1;5;7;8;;1;35;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;49200,0;;2;;;
155;;2;0;;2010;10;2010-10-01;2010-10-02;2,0;2,0;1;;;1;;;4;3;35;7;1;;20;0;1;6;;;6101;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;40,0;;4;;;
156;;2;0;;2010;10;2010-10-01;2010-10-01;1,0;1,0;1;;;1;;;4;3;298;13;1;;111;0;1;13;;;13102;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;111,0;;4;;;
157;;2;0;;2010;10;2010-10-02;2010-11-05;34,0;;2;;;1;;;9;7;;;7;;35;0;1;13;;;13101;;;;;;;;;2;3;1;5;7;24;23;21;;;0;;;;1;1;1;0;1;1;0;0;0;23;0;;6;;5;;;;1;0,0;;5;;;
158;;2;0;;2010;10;2010-10-04;2010-10-18;15,0;11,0;1;;;1;;;4;3;;;1;;13;0;1;7;;;7101;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;143,0;;4;;;
159;;2;0;;2010;10;2010-10-04;2010-10-05;2,0;2,0;1;;;1;;;4;3;58;9;1;;42;0;1;13;;;13401;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;84,0;;4;;;
160;;2;1;2;2010;10;2010-10-04;2010-10-05;1,0;1,0;2;;;2;;;9;7;;;;;165;0;1;7;;;7101;;;;;;;;;6;;;;;39;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;165,0;;3;;;
161;;2;1;1;2010;10;2010-10-05;2010-10-11;7,0;5,0;1;;;1;;;3;2;551;13;1;;279;0;1;11;;;11101;;;;;;;;;12;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;1395,0;;5;;;
162;;2;4;4;2010;10;2010-10-05;2010-11-25;52,0;38,0;1;;;1;;;4;3;309;11;1;;78;0;1;8;;;8102;;;;;;;;;1;;;;;4;21;45;;;1;;;;0;0;0;0;;;;;;;;;5;;;;;;0;2964,0;;4;;;
163;;2;26;1;2010;10;2010-10-05;2010-11-09;35,0;25,0;1;;;1;;;7;6;101;13;1;;798;0;3;13;;;13101;;;;;;;;;1;11;;;;4;1;10;11;7;0;;;;0;0;0;0;;;;;;;;;5;;2;;6;;1;19950,0;;4;;;
164;;2;1;1;2010;10;2010-10-05;2010-10-05;1,0;1,0;2;;;43;;;13;10;;;0;;;0;1;10;;;10107;;;;;;;;;20;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
165;;2;1;4;2010;10;2010-10-08;2010-10-08;1,0;1,0;1;;;1;;;2;1;431;13;1;;89;0;1;8;;;8101;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;5;;;;;;0;89,0;;4;;;
166;;2;1;1;2010;10;2010-10-08;2010-10-25;18,0;14,0;1;2;;1;;;7;6;;13;1;;169;0;1;3;;;3101;;;;;;;;;1;2;;;;1;;;;;0;;;;1;1;1;1;0;0;1;1;1;5;0;;;;;;;;0;2366,0;;5;;;
167;;2;1;2;2010;10;2010-10-09;2010-10-10;1,0;1,0;2;;;41;;;12;9;1300;;1;;60;0;1;5;;;5101;;;;;;;;;2;;;;;11;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;60,0;;3;;;
168;;2;2;4;2010;10;2010-10-12;2010-10-28;17,0;13,0;1;;;1;;;9;7;2;4;1;;67;0;1;13;;;13110;;;;;;;;;6;;;;;1;;;;;0;;;;1;0;0;0;0;0;0;0;0;;0;;6;;;;;;1;871,0;;4;;;
169;;2;0;;2010;10;2010-10-12;2010-10-18;7,0;5,0;1;;;1;;;4;3;80;9;1;;40;0;1;13;;;13128;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;200,0;;4;;;
170;;2;2;1;2010;10;2010-10-12;2010-10-23;12,0;9,0;1;;;1;;;4;3;417;13;1;;87;0;2;9;10;;9101;;;9101;;;10201;;;1;6;;;;4;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;783,0;;4;;;
171;;2;2;4;2010;10;2010-10-18;2010-10-26;9,0;7,0;1;;;1;;;13;10;314;10;1;;36;0;1;13;;;13111;;;;;;;;;1;7;16;;;4;45;1;;;0;;;;0;0;0;0;;;;;;;;;1;;7;;;;0;252,0;;4;Esta era una protesta por el cierre del colegio;;
172;;2;2;4;2010;10;2010-10-18;2010-10-22;5,0;5,0;1;;;1;;;9;7;983;10;9;;194;0;1;13;;;13123;;;;;;;;;;;;;;5;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;970,0;;4;;;
173;;2;2;2;2010;10;2010-10-18;2010-10-20;2,0;;1;2;;1;;;7;6;478;9;1;;154;0;1;5;;;5502;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;5;;;
174;;2;1;1;2010;10;2010-10-19;2010-10-19;1,0;1,0;2;;;1;;;7;6;2877;13;1;;388;0;1;2;;;2201;;;;;;;;;;;;;;43;1;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;388,0;;2;;;
175;;2;2;2;2010;10;2010-10-20;2010-10-24;4,0;4,0;2;;;41;;;15;12;1300;;1;;50;0;1;5;;;5101;;;;;;;;;1;2;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;200,0;;5;;;
176;;2;2;1;2010;10;2010-10-22;2010-10-23;1,0;1,0;1;;;1;;;10;8;2142;12;1;;617;0;3;14;;;14101;;;;;;;;;1;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;617,0;;2;;;
177;;2;0;;2010;10;2010-10-25;2010-11-24;31,0;;1;;;1;;;15;12;2015;13;1;;758;0;1;6;;;6110;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;4;;;
178;;2;2;2;2010;10;2010-10-25;2010-10-26;1,0;1,0;2;;;1;;;9;7;2400;;1;;2400;0;1;5;;;5601;;;;;;;;;1;12;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;2400,0;;5;;;
179;;2;5;1;2010;10;2010-10-26;2010-10-26;1,0;1,0;2;;;5;;;12;9;1659;10;8;;1275;0;3;;;;;;;;;;;;;11;5;7;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;1275,0;;2;;;
180;;2;0;;2010;10;2010-10-28;2010-10-29;1,0;1,0;2;;;2;;;9;7;59;;7;;47;0;1;5;;;5501;;;5503;;;5506;;;13;7;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;47,0;;5;;;
181;;2;1;1;2010;10;2010-10-29;2010-10-30;1,0;1,0;2;;;1;;;6;5;367;11;1;;350;0;1;8;;;8304;;;;;;;;;;;;;;;;;;;0;;;;1;0;0;0;0;0;0;0;0;;0;;;;;;;;0;350,0;;2;;;
182;;2;3;4;2010;11;2010-11-02;2010-11-12;11,0;9,0;1;;;1;;;4;3;198;11;6;;33;0;1;13;;;13102;;;;;;;;;1;;;;;4;45;47;34;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;297,0;;4;;;
183;;2;1;2;2010;11;2010-11-02;2010-11-03;1,0;1,0;2;;;5;;;12;9;;;;;;0;1;10;;;10101;;;;;;;;;10;7;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;5;;;
184;;2;0;;2010;11;2010-11-05;2010-11-09;5,0;3,0;1;;;1;;;13;10;0;8;;;37;0;1;13;;;13109;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;111,0;;4;;;
185;;2;0;;2010;11;2010-11-05;2010-11-19;15,0;11,0;1;;;1;;;10;8;8;12;1;;169;0;1;13;;;13118;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;1859,0;;4;;;
186;;2;13;1;2010;11;2010-11-05;2010-12-06;32,0;22,0;1;;;1;;;3;2;3305;13;6;;1551;0;1;1;;;1405;;;;;;;;;5;1;8;12;;19;;;;;0;;;;1;0;0;0;0;0;1;1;1;;0;;2;;;;;;0;34122,0;;4;;;
187;;2;1;1;2010;11;2010-11-05;2010-11-05;1,0;1,0;2;;;5;;;14;11;;;;;;0;1;8;;;8101;;;;;;;;;11;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;2;;;
188;;2;2;1;2010;11;2010-11-08;2010-12-08;31,0;23,0;1;;;1;;;14;11;169;1;1;;70;0;1;13;;;13201;;;;;;;;;1;;;;;24;34;11;;;0;;;;0;0;0;0;;;;;;;;;3;;;;;;0;1610,0;;4;;;
189;;2;3;4;2010;11;2010-11-08;2010-11-26;19,0;15,0;1;;;1;;;7;6;;10;1;;399;0;1;2;;;2201;;;;;;;;;1;5;;;;1;2;4;7;10;0;;;;0;0;0;0;;;;;;;;;6;;;;;;1;5985,0;;4;No se encontró información en SII de la empresa;;
190;;2;0;;2010;11;2010-11-10;2010-11-12;3,0;3,0;1;;;1;;;13;10;64;1;;;28;0;1;13;;;13123;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;84,0;;4;;;
191;;2;1;1;2010;11;2010-11-10;;;;2;;;43;;;13;10;;;;;;0;1;13;;;13101;;;;;;;;;11;8;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;0,0;;2;;;
192;;2;0;;2010;11;2010-11-11;2010-11-12;2,0;2,0;1;;;1;;;11;8;100;7;1;;22;0;1;2;;;2201;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;44,0;;4;;;
193;;2;2;1;2010;11;2010-11-12;2010-11-23;12,0;10,0;1;;;1;;;7;6;2877;13;1;;268;0;1;8;;;8101;;;;;;;;;5;1;9;;;34;2;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;2680,0;;2;;;
194;;2;2;2;2010;11;2010-11-12;2010-12-01;18,0;14,0;2;;;43;;;13;10;;;;;640;0;1;13;;;13103;;;;;;;;;16;;;;;1;41;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;8960,0;;5;;;
195;;2;0;;2010;11;2010-11-15;2010-11-15;1,0;1,0;1;;;1;;;7;5;286;11;1;;76;0;1;8;;;8107;;;;;;;;;;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;76,0;;4;;;
196;;2;3;1;2010;11;2010-11-15;2010-11-15;;;2;;;2;;;9;7;;;6;;;0;1;9;;;9101;;;;;;;;;1;6;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;3;;;
197;;2;4;1;2010;11;2010-11-19;2010-11-19;1,0;1,0;2;;;3;;;3;2;1601;13;6;;650;1;1;8;;;8110;;;;;;;;;6;;;;;1;;;;;0;;;;0;0;0;0;;;;;;;;;3;;;;;;0;650,0;;2;;;
198;;2;1;4;2010;11;2010-11-22;2010-11-22;1,0;1,0;1;;;1;;;3;2;540;13;1;;142;0;1;1;;;11101;;;;;;;;;12;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;142,0;;4;;;
199;;2;2;2;2010;11;2010-11-22;2010-11-27;5,0;5,0;2;;;2;;;9;7;;;7;;40;0;1;5;;;5501;;;;;;;;;13;;;;;21;31;32;;;0;;;;1;1;1;0;0;1;1;0;0;6;0;;5;;;;;;0;200,0;;5;;;
200;;2;1;1;2010;11;2010-11-22;2010-11-22;1,0;1,0;2;;;42;;;13;10;;;6;;450;0;1;10;;;10201;;;;;;;;;14;;;;;2;35;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;450,0;;2;;;
201;;2;9;1;2010;11;2010-11-24;2010-11-24;1,0;1,0;2;;;6;;;12;9;;;8;;200000;0;3;;;;;;;;;;;;;1;;;;;2;35;21;;;0;;;;1;1;1;0;0;0;1;1;1;5;0;;5;;1;;;;1;200000,0;;2;;;
202;;2;2;1;2010;11;2010-11-25;2010-11-26;2,0;2,0;2;;;5;;;14;12;870;9;8;;150;0;1;13;;;13120;;;;;;;;;3;7;9;11;16;19;22;41;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;1;300,0;;2;;;
203;;2;0;2;2010;11;2010-11-25;;;;2;;;41;;;15;12;;;10;;17;0;1;10;;;10109;;;;;;;;;8;;;;;;;;;;0;;;;0;0;0;0;;;;;;;;;;;;;;;0;0,0;;5;;;
